7.64	2020-03-30 13:01:48.451308	db-07.flowers-bartlett.com	9d4f4429-d43e-4ce6-99c7-cbd58a99f9aa	33.63960880298309	{'m1': 1600, 'm2': 4017, 'm3': 784, 'm4': 4982, 'm5': 4794, 'm6': 2750}
7.64	2020-03-30 13:01:48.451665	db-12.lopez.com	dbceb68c-aaa4-45ed-b8bc-8ffeb9f93563	37.93793864696719	{'m1': 6300, 'm2': 8000, 'm3': 3800, 'm4': 4300, 'm5': 7100}
7.64	2020-03-30 13:01:48.452084	desktop-82.rodriguez.com	8cb4e0ac-5da3-4bee-b3db-c21fa9939d26	19.07249583122222	{'m1': 7400, 'm2': 6100, 'm3': 2500, 'm4': 4200, 'm5': 1700}
7.64	2020-03-30 13:01:48.452274	laptop-49.brown.com	c7c4961b-0614-449a-90f0-8077303a5006	97.4589323815288	{'m1': 3900, 'm2': 5500, 'm3': 8300, 'm4': 5800, 'm5': 3200}
7.64	2020-03-30 13:01:48.452672	lt-83.smith.biz	4c9c786a-3573-40f2-9e65-a8241528badc	47.690408021657426	{'m1': 3500, 'm2': 2400, 'm3': 8800, 'm4': 4300, 'm5': 5300}
7.64	2020-03-30 13:01:48.452856	db-64.lowery-holloway.biz	7ba7fb22-0c0e-4ec4-8b51-640b54b1e4a3	90.60662343070955	{'m1': 2500, 'm2': 7900, 'm3': 8900, 'm4': 6400, 'm5': 3800}
7.64	2020-03-30 13:01:48.453138	laptop-66.hall.org	115a5922-8650-484a-80bf-9d9046b802ca	66.84529970944602	{'m1': 1700, 'm2': 9700, 'm3': 4200, 'm4': 8600, 'm5': 3000}
7.64	2020-03-30 13:01:48.453490	web-11.ali.com	62590f47-4a6e-42ed-88a9-abf1d9d833d5	52.81977917593365	{'m1': 800, 'm2': 5800, 'm3': 4200, 'm4': 3700, 'm5': 2300}
7.64	2020-03-30 13:01:48.453825	lt-13.davis-mitchell.com	aad1457f-fe94-4e4d-a373-1b3c8c533632	20.784158528387003	{'m1': 3900, 'm2': 1900, 'm3': 5700, 'm4': 6700, 'm5': 1900}
7.64	2020-03-30 13:01:48.454073	srv-99.christian.info	5ce5827e-8e3c-41be-8dbb-03831bfec523	55.435157829360094	{'m1': 4100, 'm2': 8500, 'm3': 400, 'm4': 7900, 'm5': 3700}
